loss,val_loss,physics_loss,val_physics_loss,train,val,physics,val_physics,train_data,val_mse,phys,train_total,val_raw,train_phys
0.49743465597720915,0.6008106902072663,0.24469874051673923,0.3039137628806215,0.49984695990321504,0.5982592556804684,0.24957327631196735,0.29058319262939836,0.5046136374036427,0.5989982628349346,0.25142525601505655,0.7552931013302748,0.6460208266128334,0.24456224100552074
0.49584172199244375,0.5958921352980512,0.25397962135582797,0.30132728795084673,0.49285251491494436,0.5971348192349664,0.2482678544852951,0.29768835502391056,0.4947846927566327,0.5955841842280845,0.25670810655183196,0.7415439768084376,0.6510326301519027,0.24038176418391258
0.4969464902587265,0.6011793886846778,0.2516590008593508,0.2950304917981449,0.4853971628849598,0.5895420880652928,0.24881410477548044,0.2945663683514647,0.4913935965524879,0.5929658200213835,0.25161430359039727,0.7327488287859704,0.6397888098907025,0.24892473193816012
0.4931602503441447,0.5869847354180731,0.2433313570633243,0.3000351446173868,0.49069846973956066,0.5897919771465792,0.2497367823797117,0.28177239011844196,0.4961546629090728,0.5923331213859944,0.250040303886352,0.7385851900102284,0.641785749802106,0.24455252987327694
0.48871961479192066,0.5926602013629458,0.2483714878437145,0.29208593824271295,0.48860667432359933,0.5905729494705493,0.241416377292772,0.29630644645779625,0.4736305806191574,0.5929726821172385,0.24655024518148935,0.7379538705334487,0.6412007265433588,0.24539730140156443
0.4965316385780218,0.5880334166291696,0.2476207264381194,0.2958235796690889,0.4918875956118623,0.592285885420139,0.234330286671224,0.294652793465478,0.48957318653832,0.5876352355060324,0.24306935217068218,0.7267888694799531,0.6254264728353376,0.24744293721963442
0.49160391914510454,0.5780107631786453,0.23919477786972898,0.2886278444085983,0.49495690156861116,0.5905647647633684,0.24077639414032578,0.2872068286435875,0.4840360031510227,0.5736774464072617,0.24347646762142183,0.7267901212658567,0.6278179019645654,0.24457028132460468
0.4791870495904781,0.5807814878334538,0.24227801380313208,0.2861333530874477,0.4850453048014791,0.5762215596401189,0.24200146319983926,0.2894510754387014,0.4839935639017895,0.5757560340361593,0.2495164996656156,0.7214959444570539,0.6288711029515347,0.2507476081440695
0.47936736989482587,0.5781230063063034,0.23428725146794027,0.2909992995374422,0.4814783737769779,0.5781129581783644,0.2456777258368445,0.27749593175985143,0.4781357522902108,0.5723045188582524,0.24100425064803765,0.7162847510626383,0.6266875536793632,0.24551789531981194
0.4825192517149234,0.5753547220376957,0.2449335399772419,0.2860665087363415,0.4823116877047083,0.5663540670404588,0.2441346260927332,0.29455166090946644,0.4780451346800849,0.5743749450639292,0.23478636118353488,0.711471759094943,0.6255729282205538,0.24777898545038526
0.47584950251085434,0.5687316857496852,0.24484998591667193,0.27485133799393496,0.47542183049358366,0.5707878446190758,0.2366098882306884,0.2888091846185359,0.4858941099531737,0.5758814319425812,0.2349615852485407,0.7201033548823792,0.6191180989476917,0.24525137924754986
0.4747084263223691,0.5691533951738224,0.23625385464163673,0.28022360106139604,0.4737705318729252,0.5598222518315358,0.24367194141700127,0.2872128450509998,0.4692175893739417,0.5583208800258734,0.23933730163768493,0.6985352731668295,0.6170833178592544,0.2355892631777758
0.4617737761763282,0.5599678291867173,0.23795553588506144,0.28009065381226683,0.4693012982311688,0.5620484273551342,0.23799034807371952,0.28317447838446563,0.4698389614434444,0.5595826275484856,0.23418016293773602,0.7030940806766229,0.615626212668966,0.2389508816251136
0.47897638855831337,0.5621561747502815,0.23640726580151486,0.28093622469975926,0.4695556447803247,0.5563070807693791,0.2335702341449345,0.2751684466333717,0.46125680568142347,0.5685235578561457,0.23980263295643242,0.7087362290506557,0.6129779918524351,0.23305704388445037
0.4632820351614801,0.559001343733653,0.23460796406951034,0.27901817457941674,0.4640467408605439,0.5683937496443179,0.231925368681809,0.27768527303372426,0.4613742402715401,0.5499033470480478,0.2346414151894088,0.6936237824810164,0.6053712310421832,0.22970237722308257
0.4627761313787114,0.560024486120209,0.2357113188280094,0.28347390002971606,0.4655896234358878,0.5583386384098448,0.23785778321140771,0.27570906544148355,0.4589413611071551,0.5550410913738403,0.22905097092964716,0.6873200510588965,0.602458588654501,0.2359593297812291
0.4568514103023418,0.5544228726932653,0.22958603426828533,0.2638928236542656,0.46055530032087855,0.5542579206646229,0.23156957809937564,0.2805473179754873,0.4606074342256954,0.5507352254477319,0.22115061574000508,0.6940240738038989,0.5922105885459434,0.23151617782776804
0.4604291439569464,0.5574634293782792,0.22568126332383467,0.2811975699604388,0.45697465014745564,0.5523152673891041,0.22807028019582373,0.27284068573771353,0.46004855649466375,0.5537182139023452,0.22542333770223097,0.6942607123409811,0.5906931507646697,0.22565209726423913
0.4592609724282073,0.5487990687043245,0.24016728328409964,0.2669102503192267,0.4568554634526153,0.5538324622173038,0.22554469670456492,0.2803158064925684,0.4604858316998418,0.5488785165737515,0.22641695600030404,0.6842251979279532,0.5884225107153321,0.22314125777191335
0.44522469527684777,0.5444443397818161,0.2326312540713949,0.2706900895259256,0.45296511383206317,0.5555929528159119,0.2302134508947927,0.269086968644441,0.449968193590515,0.547380534855232,0.22021144249872648,0.6716809001686121,0.5905509810052484,0.22150127188058594
0.44148550303309536,0.5450082818298924,0.22530596564610056,0.2647435277810312,0.4495860725816533,0.5424806007152018,0.22391622747223341,0.2670677704277101,0.4633821184376373,0.5452629733397635,0.22311715845636954,0.676036692103237,0.5831852881554068,0.22528276895745067
0.4438840887184949,0.5449976265809362,0.22035089127423022,0.2750198716352736,0.4397885598967019,0.5412384826859411,0.22345830230039576,0.2696257998303854,0.44375276963559,0.5432686396140868,0.22224139718251223,0.6662611778030282,0.5913545633110835,0.2226520611877782
0.44020355028963626,0.5313044091949615,0.2158885254877053,0.2589127594489972,0.45178832065967195,0.5302092194425351,0.21569063614526554,0.2698170593265904,0.44251653705164984,0.5338728997710381,0.2259165249897775,0.6677974473622577,0.5791324507510032,0.22226088121377474
0.43718566392863834,0.525052061635105,0.2192356043979322,0.2523865632673474,0.4437387267325682,0.5320193883973817,0.2273105500409236,0.2674454948809763,0.43895818310013784,0.5311880689576157,0.2288296408521348,0.6687591307841649,0.5773820071797471,0.2135963381560977
0.45013024141574887,0.5309257174515407,0.21919978994804684,0.27163934521933597,0.44384869567678614,0.5213430615797412,0.21736533890655968,0.2677832182858731,0.4395706917311332,0.5250108591568305,0.21119319045194296,0.6692176982013489,0.5820632899911807,0.23281170472884988
0.44441690940865636,0.5232336425809292,0.21905083785511079,0.26884755423047035,0.4329325349516773,0.5238241430760063,0.22097466616907907,0.2646595164414107,0.4452073632541965,0.5229606563593382,0.22732136569754552,0.6493629066290063,0.5654620538705271,0.223126264799724
0.4318561783328074,0.522451908986318,0.21526909046945764,0.2566402493164656,0.44250900360053846,0.5265446052006668,0.21762428754674473,0.2535547623682689,0.4416304040284124,0.5294292340157459,0.21617906543339024,0.6559851741441136,0.5648183881324951,0.2206907584103447
0.4253982386996213,0.5192575548339011,0.21214731522324146,0.25549868272699505,0.42934543182479656,0.5168675851929465,0.22577848593627792,0.2558836159709138,0.4300457195914256,0.5167756493448639,0.20608411800635146,0.6556391489444063,0.5642843339954969,0.20357439122171542
