epoch,train,val,train_data,val_mse,phys,train_total,val_raw,train_phys
0,0.997149227544945,0.9785800234055804,1.0020498316409099,1.0324684199034846,0.1,1.0,1.0,0.1
1,0.9431469579846855,0.9778392890840446,0.9587807277488504,0.9789107055494365,0.09411939401248326,0.950749126896934,0.9604013198123578,0.09411939401248326
2,0.9056392121233081,0.9421711723912229,0.8988544988445493,0.897180484611894,0.08858460329277068,0.9039239022952824,0.9223706950973188,0.08858460329277068
3,0.864194915653858,0.946002956268533,0.8450186556356751,0.9022459193451015,0.08337529180751807,0.8594048608885093,0.8858460329277068,0.08337529180751807
4,0.8314220901734076,0.8710934770549487,0.8190030387274116,0.867623757133279,0.07847231940537559,0.8170784211407314,0.850767699174311,0.07847231940537559
5,0.781361069267298,0.7947990290951781,0.7778147452173528,0.8080434232453418,0.07385767149187981,0.7768365955058757,0.8170784211407313,0.07385767149187981
6,0.7256122759588531,0.7898039072850852,0.7440408205534235,0.826616807408166,0.06951439283988788,0.7385767149187981,0.7847231940537559,0.06951439283988788
7,0.7111106394370094,0.7621524878305075,0.7172124649923289,0.7625373796357626,0.06542652529235952,0.7022011668554531,0.7536491912565961,0.06542652529235952
8,0.6716397588339632,0.7111513548489922,0.6588146116717338,0.7314089807067995,0.06157904912859287,0.6676171462938303,0.7238056779583509,0.06157904912859287
9,0.649265513181544,0.6737594070305764,0.6275246394574205,0.6836006309634548,0.05795782787848095,0.6347364189402819,0.6951439283988787,0.05795782787848095
10,0.5926787850625721,0.6510595081019072,0.6014362140927584,0.6823671603582361,0.05454955638202435,0.6034750961171595,0.6676171462938303,0.05454955638202435
11,0.571804277163115,0.6272857046256975,0.5891213974917983,0.6498863139636643,0.0513417119032592,0.5737534207374327,0.6411803884299546,0.0513417119032592
12,0.5412919174681459,0.5979604591384082,0.5395878308454193,0.6395635404459288,0.048322508118982546,0.5454955638202434,0.6157904912859287,0.048322508118982546
13,0.516959473643772,0.5763735582359643,0.5489759149399817,0.5930981804405014,0.0454808518132194,0.5186294310282473,0.591406000558906,0.0454808518132194
14,0.48237664757968896,0.5707629943915234,0.4831502602509175,0.5296186640310263,0.042806302118317596,0.4930864787331598,0.5679871034817213,0.042806302118317596
15,0.4731797739982048,0.5785161592704121,0.4563403647875891,0.5738196311845333,0.040289032152913296,0.4688015391402353,0.5454955638202434,0.040289032152913296
16,0.4554394678572888,0.5398566966171195,0.4488893541747274,0.5219669385313215,0.037919792915816534,0.44571265402551763,0.5238946594447481,0.037919792915816534
17,0.42565982201914865,0.5232045724267477,0.4124602299439136,0.5322267704133508,0.03568987930315508,0.4237609166616761,0.5031491223733818,0.03568987930315508
18,0.41092641395798035,0.4880064495318062,0.40847905573365734,0.47461716471799437,0.033591098123916245,0.402890321529133,0.48322508118982543,0.033591098123916245
19,0.3953908022757318,0.4315685247966202,0.37819091954728984,0.4206444393902934,0.0316157379963686,0.38304762142904825,0.46409000574114206,0.0316157379963686
20,0.351078582652532,0.40208783932689585,0.33403256646562723,0.4526313212180562,0.029756541014756534,0.3641821916336149,0.4457126540255176,0.029756541014756534
21,0.33779677504021305,0.43667588442092514,0.33444972089063324,0.4011727987386959,0.02800667608216489,0.34624590072707134,0.4280630211831759,0.02800667608216489
22,0.3276142700219605,0.4264750244639314,0.34919814017418366,0.3770744179534938,0.026359713811572674,0.32919298780790557,0.4111122905071874,0.026359713811572674
23,0.3066427366710406,0.40858690630804434,0.30061813808882615,0.39539071139196036,0.024809602902877054,0.3129799457389593,0.39483278639418423,0.024809602902877054
24,0.31124688844930876,0.370405341863808,0.28535930623568595,0.38581737980420483,0.02335064790909134,0.2975654101475653,0.3791979291581653,0.02335064790909134
25,0.2817532346192406,0.36575937351537585,0.2708343248578936,0.35645781806148996,0.02197748831002536,0.2829100538925259,0.3641821916336149,0.02197748831002536
26,0.28173904693758506,0.3664569062361945,0.2723661090654813,0.32712111261187393,0.020685078816560218,0.2689764867286835,0.34976105749708075,0.020685078816560218
27,0.2723999392899961,0.2999473060478942,0.25972949250017857,0.334151434862297,0.019468670833151014,0.25572915991310063,0.33591098123916235,0.019468670833151014
28,0.2515072809631981,0.3415394144749079,0.2572339549979732,0.3229054730066059,0.01832379501044681,0.24313427550946684,0.32260934972155564,0.01832379501044681
29,0.22864418505532402,0.3016875241409732,0.22441669233108805,0.2983413708352696,0.017246244823922185,0.23115970015934426,0.3098344452563886,0.017246244823922185
30,0.22341974977680015,0.3078599743919675,0.2182277617752504,0.29010005799213173,0.016232061118184815,0.2197748831002536,0.2975654101475653,0.016232061118184815
31,0.2141569605577114,0.3070955021085977,0.22126343336805668,0.2766313336026569,0.015277517560171462,0.2089507782214419,0.28578221263622733,0.015277517560171462
32,0.19327264743592587,0.2608155076392548,0.198452082564825,0.30407649334154285,0.014379106947784097,0.19865976995847076,0.2744656141947286,0.014379106947784097
33,0.19170878383418977,0.27967888813205233,0.1726921542084171,0.2336935396744034,0.013533528323661271,0.18887560283756183,0.2635971381157267,0.013533528323661271
34,0.17946435334292904,0.2177545047787636,0.15727596159749982,0.2742893970506337,0.012737674846737771,0.179573314489944,0.2531590393451043,0.012737674846737771
35,0.17580567216414977,0.25351026153287165,0.168857239525637,0.21682150601720876,0.011988622377030096,0.1707291719653028,0.24313427550946679,0.011988622377030096
36,0.1588535306083116,0.22854169296834614,0.16045084352800434,0.26277231023582237,0.011283618731705691,0.16232061118184818,0.23350647909091338,0.011283618731705691
37,0.13304200229192703,0.23920612175236527,0.16824249123587548,0.25249195684993003,0.010620073572960442,0.15432617935851886,0.22425993070364994,0.010620073572960442
38,0.14927524471640286,0.21770226269078782,0.15281435994133288,0.23482054883228548,0.009995548890550246,0.14672548028245147,0.2153795334288133,0.009995548890550246
39,0.13463415255247344,0.2211501273354501,0.12804360296891093,0.19021397149778352,0.009407750044007387,0.13949912227207403,0.20685078816560212,0.009407750044007387
40,0.10723938510174535,0.2130012738463311,0.11421224983906522,0.19787221575925967,0.008854517331628878,0.13262866870306303,0.1986597699584707,0.008854517331628878
41,0.13028334541359549,0.1740642096302215,0.12384232401042813,0.17846544249232663,0.008333818055259403,0.12609659097093995,0.19079310526173465,0.008333818055259403
42,0.11340437704684299,0.19645368581672792,0.1172691218764365,0.15828135012682287,0.007843739051713067,0.11988622377030095,0.1832379501044681,0.007843739051713067
43,0.11546417178728016,0.17992846768345885,0.10802289020054781,0.19478850620666507,0.00738247966339284,0.11398172257658408,0.17598196912004213,0.00738247966339284
44,0.10043244409920854,0.18983290971050326,0.12120731340688766,0.15603537001641465,0.006948345122280152,0.10836802322189586,0.16901331540606607,0.006948345122280152
45,0.10275791959006997,0.16515705635333625,0.0991667220831335,0.14973546339515187,0.006539740322986019,0.1030308034617642,0.16232061118184815,0.006539740322986019
46,0.10245897908718395,0.13710584580776464,0.1084720687781614,0.16945177289433508,0.006155163961984456,0.09795644643476192,0.1558929292117955,0.006155163961984456
47,0.09019446032972402,0.1505920428166292,0.092061694682925,0.14863649118356614,0.005793203021494525,0.09313200592177617,0.14971977496442287,0.005793203021494525
48,0.09702199122197311,0.14943477450617826,0.09982335632747666,0.17658594380439396,0.005452527577743517,0.08854517331628878,0.14379106947784095,0.005452527577743517
49,0.08101554095504859,0.14707451077906955,0.08756532591278199,0.15029774738947713,0.00513188591453573,0.08418424622139925,0.1380971329037489,0.00513188591453573
50,0.07402656479200066,0.15462656008275055,0.0878948649833855,0.12066393648343632,0.004830099924173013,0.08003809859347188,0.13262866870306303,0.004830099924173013
51,0.08313144199598427,0.12959419479466638,0.06820578488354391,0.11606185556791668,0.0045460607788290535,0.07609615235623413,0.12737674846737765,0.0045460607788290535
52,0.07096655337600741,0.13440163509612524,0.07240894211991704,0.1103676357269588,0.004278724856473082,0.07234835041290566,0.12233279734147624,0.004278724856473082
53,0.08907212937443652,0.13590228320790476,0.06969126052325966,0.08771749820257574,0.004027109906373958,0.06878513098750348,0.1174885800230915,0.004027109906373958
54,0.06781213865552307,0.11371966534183715,0.05508160637095001,0.09054773036903153,0.0037902914400958507,0.06539740322986021,0.11283618731705687,0.0037902914400958507
55,0.04928056843269356,0.09298294376344737,0.07005913264863925,0.1222888381862221,0.0035673993347252395,0.06217652402211632,0.10836802322189586,0.0035673993347252395
56,0.0679051133497497,0.08992809103275885,0.059810928862784,0.1019288781432825,0.003357614635848755,0.05911427592751333,0.104076792527765,0.003357614635848755
57,0.06117165747424819,0.09933539383092282,0.06093092598928466,0.09496399523313075,0.0031601665485352943,0.05620284622522774,0.09995548890550246,0.0031601665485352943
58,0.06699057187178567,0.11612793543965413,0.04598713631096801,0.07704910394836098,0.0029743296052666267,0.05343480697775794,0.09599738346733408,0.0029743296052666267
59,0.046139190109842944,0.04852257345021514,0.060093025201913855,0.0691486043311468,0.0027994210004108344,0.050803096080009554,0.09219601378056064,0.0027994210004108344
60,0.04611987577810268,0.052440595540122203,0.0596999000598639,0.078849521476155,0.0026347980814448724,0.04830099924173013,0.08854517331628878,0.0026347980814448724
61,0.05657635260654203,0.10739521697433033,0.04550236056319333,0.06434825516899376,0.0024798559877084493,0.045922132857324396,0.08503890131597769,0.0024798559877084493
62,0.05239361940126049,0.11293307782336916,0.04621321240018119,0.07133036078379124,0.0023340254280134736,0.04366042771934619,0.08167147305925784,0.0023340254280134736
63,0.050203127744785095,0.07078015070608516,0.04580852705676086,0.07331690844659658,0.00219677058894355,0.04151011353411509,0.07843739051713064,0.00219677058894355
