loss,val_loss,physics_loss,val_physics_loss,train,val,physics,val_physics,train_data,val_mse,phys,train_total,val_raw,train_phys
0.5013925058410845,0.5970120234946762,0.24735948125645918,0.2964128833644562,0.4975407195494656,0.5995968203254265,0.2527403642574868,0.29232247597705385,0.5060141696263054,0.6058261799487489,0.2596306335309903,0.7452912014281036,0.6594155322164913,0.24717083672461093
0.49348349990235063,0.6072443032727032,0.2501461405354575,0.2976957960947012,0.49977882264296153,0.5965341197270911,0.24689224354699785,0.29731575902923213,0.5000383792335183,0.5926801364897767,0.24451164788410742,0.7541488373904134,0.6407804618013148,0.24547734531633006
0.499607138890571,0.5945330379625718,0.23626993174235836,0.2900093685630711,0.4901169770233712,0.5969161864558884,0.23798608491420933,0.2961238481954096,0.49436080522271014,0.5987444783371757,0.24664175301929073,0.7369979359230183,0.641477889081079,0.25391304911100127
0.4956764251002537,0.5930520937568825,0.25170577848987935,0.2981350800841842,0.48646712445039764,0.5822095921589557,0.24339142383269396,0.3114213629617856,0.4880599281408875,0.5932625783286605,0.2499520908716958,0.7465696453814126,0.6415051564530752,0.25342202065040637
0.48720097192384787,0.5920164107907537,0.24113819094226693,0.30041196297376355,0.4870887034651163,0.5887172285549412,0.2501465588345078,0.29333112720187665,0.48998758020885597,0.58753313664205,0.24653769657299773,0.736192821380195,0.6373001465510807,0.24934683267069796
0.490873715969256,0.5851914744229202,0.24779182058149687,0.2893018430233448,0.4916158317229804,0.5792135338104799,0.2482562175078426,0.2940281955906405,0.48558733740101634,0.5848728321703555,0.24919175109905606,0.7298184408233999,0.6410438825295588,0.2407239824616156
0.4798859540512014,0.5819129885374222,0.24508243362227464,0.2867784923686039,0.4908563971887787,0.5781512023654537,0.2418568534982631,0.29180753240129453,0.48618959085432134,0.584593409888195,0.2458878224548892,0.7277456084846772,0.614778575276427,0.244871636240308
0.47734704425893626,0.5739250990659236,0.23872839855070535,0.2931865232982337,0.4889980219613822,0.5705330568843376,0.24543051554223505,0.28994858340835683,0.48865060099390395,0.5836299338914324,0.24504450060072686,0.7190376429299119,0.6229632805710724,0.23706397978163846
0.4769811258203673,0.5724678048583696,0.23835540084144066,0.2828761794253031,0.48997331995694365,0.5742524279783284,0.24692232069391112,0.2845943823935984,0.47920320392584187,0.5827745450106976,0.24110947058819132,0.7142281443152115,0.6235524888525859,0.23670969552929283
0.4775445564491605,0.5579835437782543,0.2405854033394707,0.2879668869436579,0.4674394839229806,0.5686511923447909,0.23485140116333525,0.28446037077828107,0.47547403721554027,0.57187541542475,0.24256078769161718,0.7101685488668579,0.6259310767939171,0.2347812853260827
0.4747302402445419,0.569698218634877,0.2323123155836742,0.2885628895461202,0.47458762537306,0.5676777744010129,0.23647956632980763,0.2784934153004024,0.4757133621289481,0.5727014720204949,0.23568253144933002,0.7218583192096125,0.6200814859058378,0.22738831240168647
0.47146282541438844,0.5677773641642366,0.23689714506164877,0.2784513368610644,0.4780441955806395,0.5730344552863058,0.23507149101043714,0.2889722367807794,0.46907787528583855,0.56551741419681,0.23293580686386217,0.7040719301115844,0.6152290672134334,0.23879004600166676
0.46944001557577486,0.5637767794390148,0.23917483395782482,0.2914442937903385,0.48263135922382855,0.5538408339653624,0.23556429235659984,0.2828012321284599,0.4674808869919802,0.5628012914911897,0.24342102014017586,0.7111942872831888,0.6072114309858954,0.2274333806971806
0.4684306164196149,0.5677563677105846,0.24727002021293207,0.2753466426460177,0.46899967943471993,0.568274800604924,0.22515566456383568,0.2899310349352104,0.46622060910721413,0.5639062274931641,0.24413183729277615,0.702501581581088,0.6064985060055486,0.23408133917469412
0.45897730809112447,0.5579324935354023,0.23700106321775466,0.27133461580060747,0.4645535493912111,0.5653281192407232,0.22859457794736293,0.27299113500019245,0.4648114659803308,0.5619139707830291,0.2262096314015728,0.6967531503793835,0.606172498869521,0.23798636641629453
0.455125491411049,0.56366711697152,0.2335828538559233,0.27283568545674136,0.45735757307717767,0.5666759219447711,0.23754306380602838,0.27929891556905834,0.47142689484706,0.5544903109065744,0.23365906469684547,0.6793634340326149,0.6005249556717492,0.23485126019250765
0.46799433152913905,0.5470572223950897,0.23543038969375488,0.2742754202714009,0.46304281935941893,0.5513023154206595,0.2294109054148157,0.27834680538040735,0.45767718022879106,0.5583902890825825,0.23742639886391567,0.6923587870809614,0.5992936977707798,0.22452938651692692
0.45722964851560294,0.5658430236881921,0.23032344011145423,0.2764468853319316,0.45515474591820787,0.5491945476863808,0.2346323009145227,0.27843244925706095,0.45707538974909856,0.5479488339996924,0.22988370882745704,0.6927120810734642,0.6065928692366327,0.23139159891105723
0.4622509686041619,0.5399634552276295,0.23285807480667284,0.27083584077855327,0.4632598694389321,0.5447044106977014,0.22193150771287787,0.2700067530387492,0.4518998596390212,0.5502468369031892,0.22254989078855822,0.6847599346383981,0.589266833828785,0.2274758982121647
0.4507270347798711,0.5359481529150827,0.22579360005699223,0.261937037356911,0.45317910872381206,0.5438126887581051,0.22226002869801081,0.27365661743417763,0.4548124421794828,0.5397005590639227,0.22804619377397142,0.6741036256727806,0.5884509756981141,0.22912389391372973
0.45386554174715044,0.5378897609649832,0.22084508131567676,0.2713786109226518,0.44613699514816596,0.5457275330910173,0.22619918583157497,0.2754065070531274,0.45068933617839724,0.5402904421622823,0.23621723567841144,0.6802572867839337,0.5870669824014371,0.22871267561800637
0.4516071981128145,0.5354374388450062,0.22521726437026846,0.2700202702269554,0.44092879740141394,0.5393028844213426,0.22534112464906303,0.2657310771946572,0.45215498325862785,0.5416859192299686,0.23081665936899945,0.6646961002467231,0.5781283002271268,0.23195046527824567
0.4444914555983414,0.5400302132830417,0.22548309484623186,0.259271093361264,0.43757961150646524,0.5300064479423712,0.21693801018522893,0.26827356540247893,0.4425105431230559,0.538235070345569,0.22185581242713248,0.6658601185985784,0.5794871516530464,0.23136208569448372
0.43196618518467716,0.5282611485818847,0.22476218396652511,0.27402217923560973,0.44311971920195176,0.5378305672695709,0.21805139304900098,0.252889539339521,0.4418457548540658,0.5315152769985494,0.22875457014525402,0.6694382121228509,0.5772805543543321,0.2183643067056553
0.43806921050284126,0.5294390216269692,0.21811994334924956,0.26364271036061615,0.43400683226698866,0.5300884174232187,0.21907047281608744,0.26722965337681587,0.43539042802618955,0.5302611344963992,0.21167831285307573,0.6681875517878434,0.5806290978477994,0.21950422465250147
0.4372132128549553,0.521855230188685,0.21962313603639272,0.2647891838182272,0.43606353464878483,0.523936673352296,0.21867830596540005,0.2771635953189296,0.4349800144590067,0.5221740000353552,0.21948815541381408,0.6552216755253848,0.5687345637445782,0.22059248465281892
0.4331631146847542,0.5184676776224468,0.22193755394717665,0.2692726567163928,0.4296957309991415,0.5139602994717055,0.2140725521085359,0.26504140417584715,0.43893253898401274,0.5263125037919666,0.21688013134903816,0.6487476260439593,0.5707707322027962,0.21444697305002583
0.43934953113244524,0.5138277056794,0.21726960760790875,0.25526869140178904,0.43087683620505307,0.5274429426441071,0.2100170382902881,0.2618047831246138,0.4327914229914047,0.5218470789391864,0.22588296234491148,0.6515503138611446,0.5701644723319905,0.2184578940842773
0.43215216741603424,0.5266837030668504,0.21601019285272008,0.2588673584974379,0.4357847025500594,0.5158262667278889,0.2115037324498669,0.26555157927230444,0.4293783940568152,0.5274190016455861,0.21691642765196822,0.6499962400725391,0.5544958641846071,0.21714570580338866
