loss,val_loss,physics_loss,val_physics_loss,train,val,physics,val_physics,train_data,val_mse,phys,train_total,val_raw,train_phys
0.5012595734334709,0.6036314163790368,0.25030617882344725,0.2933388879970171,0.5037756455094694,0.6073392938937646,0.25190840416996796,0.2971681543409794,0.4977700991652279,0.6066854359520081,0.24508329458876213,0.7478457406829402,0.6522371385351355,0.25153682921162035
0.498717206745809,0.597236325432732,0.24613257666303118,0.29989436867060787,0.5055198949634826,0.5971981136804477,0.2552286407317867,0.2946628253987697,0.49990378841954614,0.6030680366207043,0.2567875968928417,0.7508577459874434,0.6475257563458379,0.2467778653072664
0.4840866429131695,0.5980907529924593,0.25400749358184166,0.302069284911341,0.49504395722801564,0.5926558415097304,0.24867173139082446,0.3051920513171976,0.4894410979259366,0.5985837190420926,0.24765243285724267,0.7367975810377624,0.6488672582439929,0.2450986151986738
0.4949584012813876,0.5874324106242456,0.24352197190463226,0.29500880740182456,0.4935412201649602,0.5939219169354778,0.25416331624230937,0.2906633340178928,0.49560074117811714,0.5951354111772869,0.25046176227050454,0.7418923203016105,0.637417078183316,0.24960735745950632
0.4865600239286441,0.5867285350831205,0.23869636468819858,0.2926922044381803,0.49540566097182503,0.5970954291876155,0.25015736981356607,0.29496699611654836,0.4934030426169072,0.5826004534557553,0.24535730554065127,0.7304591343230267,0.6374792962157453,0.23773207593650705
0.4826409361074284,0.5915744615557088,0.24893881201899898,0.2892501050655942,0.48830008531126123,0.5869978508017055,0.2442124165685509,0.2875722307485754,0.4898817392133481,0.5887352084861065,0.24447924925001258,0.733641002814137,0.644014417017879,0.23897721079656478
0.48225363428503315,0.5804443614713086,0.2488025957974262,0.2852443897143802,0.48583121807204915,0.5739291924589845,0.24798704407952948,0.29529927773074116,0.4867976757211249,0.5874852992995757,0.2443100852951356,0.7397814221662484,0.633863172158442,0.24680170976018317
0.4922885587494948,0.5803954497315184,0.2346196111740733,0.2945918128280637,0.48522911652639616,0.5823842080201982,0.23950963191484723,0.28635968625446784,0.48027086630464844,0.5902819514135936,0.23089067173247618,0.7343272042572491,0.6302002385630902,0.24469608935000536
0.4879873711321918,0.5703995744845103,0.24102903231448827,0.2936546534408189,0.4807814681426789,0.5705977916674757,0.23821562690032366,0.2760802861139497,0.4770473549604659,0.5754164001591505,0.2459265805140058,0.7114366059008855,0.6256133625528769,0.229963690259949
0.47603633120878486,0.5696535903321502,0.23665278542158746,0.2875562784481217,0.47175766915425443,0.5742274192881035,0.2337995606698518,0.28453048274782217,0.4828559760487375,0.5776016063347118,0.23807331479945792,0.7168008009325211,0.6115355477494746,0.23708579402906912
0.4742135645487172,0.5772849968911887,0.23790453145861354,0.28359996460596804,0.4849408824266874,0.5744930780311795,0.244758879015635,0.2949556161521817,0.47797560666170313,0.5696884354508875,0.24773960432088,0.7152314288620807,0.6289986704120484,0.24153682847001123
0.4691223333900604,0.5645545569043044,0.24100711399094588,0.27731759484155566,0.47432405435182196,0.5624928401325595,0.24111918818589342,0.2866874178188265,0.47119882324883755,0.5659767079726918,0.24096968061268892,0.7083069251485545,0.614949466934079,0.2361364792332124
