loss,val_loss,physics_loss,val_physics_loss,train,val,physics,val_physics,train_data,val_mse,phys,train_total,val_raw,train_phys
0.5073676344639643,0.6040744991738622,0.25014553137104983,0.29818971699371194,0.4989532601051793,0.6040656764611962,0.250461119934262,0.2945697886048993,0.494474002573671,0.596721447434932,0.24791159635902477,0.7458789075543265,0.6516708962428738,0.2483341386094346
0.5031438871092984,0.5896423805101499,0.2474537808573355,0.29467400530736393,0.4964884143222709,0.5969320581436373,0.2537457070815427,0.2914786305829988,0.49385284340947466,0.6006263404330602,0.24847506040312833,0.7489201308955439,0.6440663391776832,0.24826934295615347
0.4957128101625384,0.590584457478392,0.24872268011856433,0.2983372426765339,0.48666582935154795,0.5891666612195114,0.24565122606686976,0.2944846122269331,0.498398381874794,0.5953211131460657,0.2522421927479891,0.7406446593791389,0.6451517833727561,0.25087343509549415
0.5036401116040015,0.5830950855001489,0.24642717984900428,0.29899457309545363,0.4906841638776312,0.5905214426960436,0.2550850847137221,0.29358237348766253,0.5005975948015973,0.5897006061201131,0.2430510679351774,0.7376215013598569,0.6417722782609847,0.24328616805281847
0.4994442226254073,0.5927481802890401,0.252530302840311,0.2798465448684839,0.48778367311175114,0.5963280321662321,0.24628418177765507,0.3058080870550514,0.48927672257154087,0.5910902833742998,0.2503828496082383,0.7413502508139551,0.6350603262307839,0.2524326736029072
0.4874018782836454,0.5885619928783574,0.24882311315427424,0.2896991562787345,0.48632798942695704,0.5860841536138331,0.24761126556241825,0.2905915513555381,0.48296153926653834,0.5817020220844509,0.2455639858388124,0.7320285653422415,0.62348493812273,0.2515306996496559
0.49194880838004673,0.5805868506516949,0.23688644494249034,0.28666784250977045,0.48606815674184617,0.5817096371269488,0.24024525260589924,0.3023298399035228,0.48530879071609223,0.5832859526052114,0.23596126148344151,0.7259160515591114,0.6364028717008103,0.24310300257235926
0.48284683134543716,0.5730652875196893,0.23892673360645394,0.2884668432626204,0.481798106142486,0.5809226245773701,0.24755348443600123,0.28486954706209205,0.4806264519205789,0.5864884412871089,0.23948647288772254,0.7344151350430653,0.6237808189886368,0.2454862234042763
0.4704924366775446,0.5779126430455778,0.2398639571559982,0.2855447143296984,0.48144771524749685,0.5807969213054235,0.2374758785004401,0.283827092410274,0.487027682641921,0.5769660694401006,0.24676162185683315,0.7181994725043432,0.6197681089803814,0.2487525225430598
0.48173855903792673,0.566743172201123,0.22903440677769865,0.28652869606388276,0.48019186212791115,0.5739891336310717,0.2383225112795336,0.28677366939408294,0.4802087919383958,0.5752352835316771,0.23517910585515048,0.7187320003843486,0.6269762939343939,0.23371555097734806
